date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:58:44	2956/2956	---M--	200	added ('OK')	text/html	etag:%22b8c-332f3ef4748c0%22	https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps1web/	srv/groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps1web/index.html	(from https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/)
17:58:45	196574/196574	---M--	200	added ('OK')	application/postscript	etag:%222ffde-332f3fca140c0%22	https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps12web/ps12-reg.ps	srv/groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps12web/ps12-reg.ps	(from https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps12web/)
17:58:45	4524/4524	---M--	200	added ('OK')	text/html	etag:%2211ac-332f3fcb08300%22	https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps12web/ps12-reg/ps12-reg.html	srv/groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps12web/ps12-reg/ps12-reg.html	(from https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps12web/)
17:58:46	16832/16832	---M--	200	added ('OK')	application/x-dvi	etag:%2241c0-332f3fcb08300%22	https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps12web/ps12-reg.dvi	srv/groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps12web/ps12-reg.dvi	(from https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps12web/)
17:58:47	11146/11146	---M--	200	added ('OK')	application/x-gzip	etag:%222b8a-332f3fbf96800%22	https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps12web/ps12.tar.gz	srv/groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps12web/ps12.tar.gz	(from https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps12web/)
17:58:48	12939/12939	---M--	200	added ('OK')	application/zip	etag:%22328b-332f3fbf96800%22	https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps12web/ps12.zip	srv/groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps12web/ps12.zip	(from https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps12web/)
17:58:48	142644/142644	---M--	200	added ('OK')			ftp://ftp.ai.mit.edu/people/bkph/ps12-reg.pdf	srv/ftp.ai.mit.edu/people/bkph/ps12-reg.pdf	(from https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps12web/)
17:58:49	13661/13661	---M--	200	added ('OK')	text/html	etag:%22355d-332f3fc08aa40%22	https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps12web/compiler.scm	srv/groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps12web/compiler.html	(from https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps12web/)
17:58:50	4556/4556	---M--	200	added ('OK')	text/html	etag:%2211cc-332f3fc367100%22	https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps12web/syntax.scm	srv/groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps12web/syntax.html	(from https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps12web/)
17:58:51	11636/11636	---M--	200	added ('OK')	text/html	etag:%222d74-332f3fc17ec80%22	https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps12web/eceval-compiler.scm	srv/groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps12web/eceval-compiler.html	(from https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps12web/)
17:58:52	5623/5623	---M--	200	added ('OK')	text/html	etag:%2215f7-332f3fc17ec80%22	https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps12web/eceval-support.scm	srv/groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps12web/eceval-support.html	(from https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps12web/)
17:58:53	12818/12818	---M--	200	added ('OK')	text/html	etag:%223212-332f3fc367100%22	https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps12web/regsim.scm	srv/groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps12web/regsim.html	(from https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps12web/)
17:58:55	145104/145104	---M--	200	added ('OK')	application/postscript	etag:%22236d0-332f3f7aec600%22	https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps11web/ps11.ps	srv/groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps11web/ps11.ps	(from https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps11web/)
17:58:55	3324/3324	---M--	200	added ('OK')	text/html	etag:%22cfc-332f3f7be0840%22	https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps11web/ps11/ps11.html	srv/groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps11web/ps11/ps11.html	(from https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps11web/)
17:58:56	7060/7060	---M--	200	added ('OK')	application/x-dvi	etag:%221b94-332f3f7be0840%22	https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps11web/ps11.dvi	srv/groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps11web/ps11.dvi	(from https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps11web/)
17:58:57	5599/5599	---M--	200	added ('OK')	application/x-gzip	etag:%2215df-332f3f7fb1140%22	https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps11web/ps11.tar.gz	srv/groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps11web/ps11.tar.gz	(from https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps11web/)
17:58:58	7638/7638	---M--	200	added ('OK')	application/zip	etag:%221dd6-332f3f80a5380%22	https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps11web/ps11.zip	srv/groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps11web/ps11.zip	(from https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps11web/)
17:58:58	78081/78081	---M--	200	added ('OK')			ftp://ftp.ai.mit.edu/people/bkph/ps11.pdf	srv/ftp.ai.mit.edu/people/bkph/ps11.pdf	(from https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps11web/)
17:58:59	623/623	---M--	200	added ('OK')	text/html	etag:%2226f-332f3f7ebcf00%22	https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps11web/load-amb.scm	srv/groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps11web/load-amb.html	(from https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps11web/)
17:59:00	2858/2858	---M--	200	added ('OK')	text/html	etag:%22b2a-332f3f7fb1140%22	https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps11web/syntax.scm	srv/groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps11web/syntax.html	(from https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps11web/)
17:59:01	2511/2511	---M--	200	added ('OK')	text/html	etag:%229cf-332f3f7ebcf00%22	https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps11web/evdata.scm	srv/groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps11web/evdata.html	(from https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps11web/)
17:59:02	1180/1180	---M--	200	added ('OK')	text/html	etag:%2249c-332f3f7fb1140%22	https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps11web/setup.scm	srv/groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps11web/setup.html	(from https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps11web/)
17:59:03	454/454	---M--	200	added ('OK')	text/html	etag:%221c6-332f3f7fb1140%22	https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps11web/rep-support.scm	srv/groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps11web/rep-support.html	(from https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps11web/)
17:59:04	628/628	---M--	200	added ('OK')	text/html	etag:%22274-332f3f7ebcf00%22	https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps11web/let.scm	srv/groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps11web/let.html	(from https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps11web/)
17:59:05	8847/8847	---M--	200	added ('OK')	text/html	etag:%22228f-332f3f7ebcf00%22	https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps11web/ambeval.scm	srv/groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps11web/ambeval.html	(from https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps11web/)
17:59:06	1190/1190	---M--	200	added ('OK')	text/html	etag:%224a6-332f3f7ebcf00%22	https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps11web/puzz.scm	srv/groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps11web/puzz.html	(from https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps11web/)
17:59:08	345689/345689	---M--	200	added ('OK')	application/postscript	etag:%2254659-332f3fb60d180%22	https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps10web/ps10-tool.ps	srv/groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps10web/ps10-tool.ps	(from https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps10web/)
17:59:08	7124/7124	---M--	200	added ('OK')	text/html	etag:%221bd4-332f3fb7013c0%22	https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps10web/ps10-tool/ps10-tool.html	srv/groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps10web/ps10-tool/ps10-tool.html	(from https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps10web/)
17:59:09	42476/42476	---M--	200	added ('OK')	application/x-dvi	etag:%22a5ec-332f3fb7013c0%22	https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps10web/ps10-tool.dvi	srv/groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps10web/ps10-tool.dvi	(from https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps10web/)
17:59:10	8342/8342	---M--	200	added ('OK')	application/x-gzip	etag:%222096-332f3fbdae380%22	https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps10web/ps10.tar.gz	srv/groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps10web/ps10.tar.gz	(from https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps10web/)
17:59:11	9423/9423	---M--	200	added ('OK')	application/zip	etag:%2224cf-332f3fbdae380%22	https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps10web/ps10.zip	srv/groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps10web/ps10.zip	(from https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps10web/)
17:59:11	201698/201698	---M--	200	added ('OK')			ftp://ftp.ai.mit.edu/people/bkph/ps10-tool.pdf	srv/ftp.ai.mit.edu/people/bkph/ps10-tool.pdf	(from https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps10web/)
17:59:12	26980/26980	---M--	200	added ('OK')	text/html	etag:%226964-332f3fbcba140%22	https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps10web/tool.scm	srv/groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps10web/tool.html	(from https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps10web/)
17:59:13	3016/3016	---M--	200	added ('OK')	text/html	etag:%22bc8-332f3fbea25c0%22	https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps10web/syntax.scm	srv/groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps10web/syntax.html	(from https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps10web/)
17:59:14	1687/1687	---M--	200	added ('OK')	text/html	etag:%22697-332f3fbdae380%22	https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps10web/ps10-mod.scm	srv/groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps10web/ps10-mod.html	(from https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps10web/)
17:59:15	116951/116951	---M--	200	added ('OK')	application/postscript	etag:%221c8d7-332f3f7627ac0%22	https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps9web/ps9-handout.ps	srv/groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps9web/ps9-handout.ps	(from https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps9web/)
17:59:17	1308043/1308043	---M--	200	added ('OK')	application/postscript	etag:%2213f58b-332f3fa206240%22	https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps8web/ps8-speech.ps	srv/groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps8web/ps8-speech.ps	(from https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps8web/)
17:59:17	5527/5527	---M--	200	added ('OK')	text/html	etag:%221597-332f3fa4e2900%22	https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps8web/ps8-speech/ps8-speech.html	srv/groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps8web/ps8-speech/ps8-speech.html	(from https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps8web/)
17:59:18	28660/28660	---M--	200	added ('OK')	application/x-dvi	etag:%226ff4-332f3fa3ee6c0%22	https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps8web/ps8-speech.dvi	srv/groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps8web/ps8-speech.dvi	(from https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps8web/)
17:59:19	6209/6209	---M--	200	added ('OK')	application/x-gzip	etag:%221841-332f3fac83b00%22	https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps8web/ps8.tar.gz	srv/groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps8web/ps8.tar.gz	(from https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps8web/)
17:59:20	6511/6511	---M--	200	added ('OK')	application/zip	etag:%22196f-332f3fac83b00%22	https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps8web/ps8.zip	srv/groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps8web/ps8.zip	(from https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps8web/)
17:59:20	264103/264103	---M--	200	added ('OK')			ftp://ftp.ai.mit.edu/people/bkph/ps8-speech.pdf	srv/ftp.ai.mit.edu/people/bkph/ps8-speech.pdf	(from https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps8web/)
17:59:21	6981/6981	---M--	200	added ('OK')	text/html	etag:%221b45-332f3fac83b00%22	https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps8web/speech.scm	srv/groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps8web/speech.html	(from https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps8web/)
17:59:22	10068/10068	---M--	200	added ('OK')	text/html	etag:%222754-332f3fa3ee6c0%22	https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps8web/dict.scm	srv/groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps8web/dict.html	(from https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps8web/)
17:59:24	298979/298979	---M--	200	added ('OK')	application/postscript	etag:%2248fe3-332f3f706ed40%22	https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps7web/ps7-robot.ps	srv/groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps7web/ps7-robot.ps	(from https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps7web/)
17:59:24	6138/6138	---M--	200	added ('OK')	text/html	etag:%2217fa-332f3f64fd240%22	https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps7web/ps7-robot/ps7-robot.html	srv/groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps7web/ps7-robot/ps7-robot.html	(from https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps7web/)
17:59:25	35804/35804	---M--	200	added ('OK')	application/x-dvi	etag:%228bdc-332f3f68cdb40%22	https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps7web/ps7-robot.dvi	srv/groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps7web/ps7-robot.dvi	(from https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps7web/)
17:59:26	17017/17017	---M--	200	added ('OK')	application/x-gzip	etag:%224279-332f3f706ed40%22	https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps7web/ps7.tar.gz	srv/groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps7web/ps7.tar.gz	(from https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps7web/)
17:59:27	20353/20353	---M--	200	added ('OK')	application/zip	etag:%224f81-332f3f7162f80%22	https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps7web/ps7.zip	srv/groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps7web/ps7.zip	(from https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps7web/)
17:59:28	6471/6471	---M--	200	added ('OK')	text/html	etag:%221947-332f3f6314dc0%22	https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps7web/objsys.scm	srv/groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps7web/objsys.html	(from https://groups.csail.mit.edu/mac/classes/6.001/ST98/psets/ps7web/)
